0.1	0.0996205403717	3.25698673372e+12
0.15	0.14957737023	1.80219116085e+12
0.2	0.199575758344	1.14071413919e+12
0.25	0.249603790872	732467558126.0
0.3	0.299803348357	357313540386.0
0.31	0.309827685293	299138912520.0
0.32	0.319856327495	239892717829.0
0.33	0.329875642463	197930296367.0
0.37	0.369736753522	191996333907.0
0.38	0.379739595635	173202670363.0
0.39	0.389733591234	165132687183.0
0.4	0.39972837023	157129658998.0
0.45	0.449703886214	121190612944.0
0.5	0.499671629491	95797163529.8
0.55	0.549643804775	75275358445.9
0.6	0.520206736918	63577808943.9
0.65	0.513274610878	49123920725.0
0.7	0.514629689763	38621702802.7
0.75	0.519631265594	30724751632.3
0.8	0.523254159217	24752855033.5
0.85	0.528780831745	20145416031.5
0.9	0.532655953322	16557757061.2
0.92	0.532625578621	15346928269.3
0.94	0.533891510169	14241862069.7
0.96	0.535558693521	13231680916.8
0.98	0.537726749593	12311382473.3
1.0	0.539831758849	11465471475.3
1.02	0.539944981079	10692428607.5
1.04	0.541830628287	9984465368.85
1.06	0.542693951471	9331601255.69
1.08	0.542965603453	8732980563.33
1.1	0.545894505921	8187081795.21
1.12	0.546824201631	7676459968.46
1.14	0.547186572795	7212738000.26
1.16	0.548475280529	6820486942.03
1.18	0.549083957088	6435108028.85
1.2	0.550527832167	6079787330.5
1.22	0.550767021459	5746861799.42
1.24	0.552023829077	5438360584.44
1.26	0.554085023826	5155071457.13
1.28	0.554784613093	4889047084.72
1.3	0.556916993018	4647525343.49
1.32	0.557052484746	4415728615.88
1.34	0.558032972117	4199977889.93
1.36	0.560003901084	4001787782.33
1.38	0.560370816561	3809061005.35
1.4	0.562397067052	3637888812.76
1.42	0.562324891473	3466889015.23
1.44	0.562779866321	3314122403.57
1.46	0.564142912067	3163845148.56
1.48	0.566175778883	3030658671.74
1.5	0.566634540402	2896343398.02
1.52	0.56787330533	2775056027.85
1.54	0.568120283836	2661278454.45
1.56	0.569787895436	2551688399.81
1.58	0.570205881197	2452261552.34
1.6	0.571449719995	2358088595.54
1.62	0.572269637856	2268937871.09
1.64	0.572978679492	2184708301.64
1.66	0.573072611346	2106752685.77
1.68	0.574696028306	2032159727.21
1.7	0.57650962812	1964266984.99
1.72	0.576050793508	1900398918.87
1.74	0.577365594931	1840922409.68
1.76	0.578201803491	1787631496.11
1.78	0.578741872399	1731082555.3
1.8	0.57937300451	1679830154.29
1.82	0.580724009097	1637079677.08
1.84	0.581658091693	1587624392.11
1.86	0.581855344513	1546458235.65
1.88	0.582309617036	1510959996.01
1.9	0.583225586599	1476131507.01
1.92	0.583731486734	1443980090.12
1.94	0.585859920096	1410015603.36
1.96	0.586992908378	1384994946.53
1.98	0.587908825588	1359661753.11
2.0	0.587020783954	1342747067.42
2.02	0.589443323134	1399647650.3
2.04	0.586769809749	1376089264.32
2.06	0.591579309847	1339991661.76
2.08	0.687154948393	1303605498.93
2.1	0.594266016859	1270014380.04
2.12	0.595658860342	1238174038.42
2.14	0.596755823182	1208786980.5
2.16	0.597390547515	1181225714.09
2.18	0.598877187208	1152092796.27
2.2	0.600699831079	1119159934.93
2.22	0.601669763728	1092188721.91
2.24	0.60309117192	1064473923.98
2.26	0.604221086663	1039018363.41
2.28	0.605566617844	1013880958.88
2.3	0.606966223752	988707718.43
2.32	0.607738029487	968925079.0
2.34	0.602557130183	943848019.864
2.36	0.610519100253	920899574.799
2.38	0.611766314794	898374033.896
2.4	0.605348937879	878325587.756
2.42	0.614261481777	859006965.346
2.44	0.608450254486	838597312.932
2.46	0.609663001192	820805437.243
2.48	0.609862765491	800140113.566
2.5	0.610959108327	780794049.438
2.52	0.612210171624	763436094.371
2.54	0.614520711772	751164671.164
2.56	0.61428038815	730522805.588
2.58	0.731735805449	713486331.513
2.6	0.619309298878	702477221.772
2.62	0.75015314639	682576392.812
2.64	0.620168245914	667998986.309
2.66	0.62241745473	658076919.766
2.68	0.623407240027	640340927.505
2.7	0.624275806606	627809834.322
2.72	0.62628931884	617107391.888
2.74	0.627040773634	598675985.948
2.76	0.628004647106	587150515.149
2.78	0.630988185642	578852583.854
2.8	0.633622483237	562250986.257
3.0	0.654117535196	459709602.583
3.2	0.838819070309	381850289.5
3.4	0.875120314655	319609517.923
3.6	0.76395887175	272826191.473
3.8	0.997554075503	234919197.707
4.0	1.02931489617	204796101.228
4.2	0.834577664668	180071392.697
4.4	0.846529842373	159589042.561
4.6	1.08015285172	142363469.747
4.8	1.09254334097	127866458.337
5.0	0.888377720717	115673381.953
5.2	0.902191268652	105168864.436
5.4	0.916888530488	96107952.8451
5.6	0.929498600691	88103321.7153
5.8	1.19611594942	81272631.111
6.0	5.88603175333	74805111.351
6.2	0.99162043498	69711757.3133
6.4	0.998266821416	64645663.0681
6.6	6.45956957965	60638387.968
6.8	6.66157253403	56470894.6884
7.0	6.85155342198	53013533.0462
7.2	6.99989466181	50095436.9334
7.4	7.15584426328	47098636.6021
7.6	7.2986259789	44538067.3842
7.8	7.45677426345	42201548.9073
8.0	7.60760720125	40067698.7157
9.0	8.45376378457	31733413.6608
10.0	9.41192239988	26307555.7163
11.0	10.1426252623	22103132.9262
12.0	10.8516372137	19094260.6555
13.0	12.2121737894	16907324.319
14.0	11.6745892302	15205194.4754
15.0	11.8686118282	13822753.6723
16.0	12.3028208177	12665088.2836
17.0	12.7974741837	11697645.921
18.0	13.3657185767	10889376.3145
19.0	13.8487297351	10205959.8302
20.0	14.0914420024	9621233.10082
22.0	14.4696835822	8673774.12936
24.0	18.344319179	7978386.32615
26.0	18.6720256862	7393310.87959
28.0	17.2303458938	6901427.84236
30.0	19.0779050278	6516222.00255
32.0	20.3490763559	6172746.86541
34.0	20.4226585319	5884737.21369
36.0	21.0656291948	5631460.11119
38.0	33.7470258521	4936006.12918
40.0	35.0892277126	4764609.73992
45.0	29.2277879279	4838023.16055
50.0	28.7024638372	4537233.24766
55.0	31.3394597877	4301807.62665
60.0	28.272079115	4116042.17018
65.0	26.2483092824	3946044.10923
70.0	29.1610800302	3812210.90584
75.0	31.4604067162	3695455.86998
80.0	34.3023598739	3596150.49866
85.0	36.7495622985	3511131.22987
90.0	38.5620792	3428419.91757
95.0	37.4424427035	3356368.71485
100.0	36.7451114076	3293046.08225
105.0	34.5011200067	3238291.10705
110.0	32.7546352473	3190064.18389
115.0	27.9679954611	3152095.02205
120.0	23.2729522988	3123879.51132
125.0	20.1474889521	3099857.91813
130.0	18.3169310017	3077649.58771
135.0	17.9978197911	3048148.14479
140.0	17.3248092673	3028243.40337
145.0	17.1478817645	3004297.92908
150.0	16.9115431517	2984316.56877
175.0	16.1754741172	2900275.5292
200.0	15.9657760308	2833676.78751
225.0	15.7086001624	2787011.00383
250.0	15.6795241019	2743779.94785
275.0	15.6157941821	2711059.58197
300.0	15.6690369798	2677488.95858
